Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
8650,"The Lost World (Jurassic Park, #2)",Michael Crichton,"Crichton, Michael",,"=""0752224417""","=""9780752224411""",5.0,"Alfred A. Knopf, Inc.",Mass Market Paperback,448,1995,1995,,2022/06/06,,,read,,,,1,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0307763056""","=""9780307763051""",5.0,Ballantine Books,Kindle Edition,466,2012,1990,2023/03/11,2022/06/06,,,read,,,,1,0
13645110,ന്റുപ്പുപ്പാക്കൊരാനേണ്ടാർന്ന്! [Ntuppuppaakkoraanendaarnnu!],Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",,"=""""","=""""",5.0,DC Books,Paperback,130,1990,1951,,2022/06/06,,,read,,,,1,0
33368645,നഷ്ടപ്പെട്ട നീലാംബരി [Nashtapetta Neelambari],Madhavikutty,"Madhavikutty, Madhavikutty",Kamala Suraiyya Das,"=""""","=""""",5.0,DC Books,Kindle Edition,136,2016,1994,,2022/06/06,,,read,,,,1,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",5.0,Rupa & Co,Paperback,127,2003,1923,,2022/06/06,,,read,,,,1,0
3869,A Brief History of Time,Stephen W. Hawking,"Hawking, Stephen W.",,"=""0553380168""","=""9780553380163""",5.0,Bantam Books,Paperback,226,1998,1988,,2022/06/06,,,read,,,,1,0
14836,Midnight’s Children,Salman Rushdie,"Rushdie, Salman",,"=""0099578514""","=""9780099578512""",5.0,Vintage,Paperback,647,1995,1981,,2022/06/06,,,read,,,,1,0
318431,Long Walk to Freedom,Nelson Mandela,"Mandela, Nelson",,"=""0316548189""","=""9780316548182""",5.0,Back Bay Books,Paperback,656,1995,1991,,2022/06/06,,,read,,,,1,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",4.0,Signet Book,Mass Market Paperback,704,1996,1943,,2022/06/06,,,read,,,,1,0
95186,The Inheritance of Loss,Kiran Desai,"Desai, Kiran",,"=""0802142818""","=""9780802142818""",4.0,Grove Press,Paperback,357,2005,2005,,2022/06/06,,,read,,,,1,0
1768603,The White Tiger,Aravind Adiga,"Adiga, Aravind",,"=""1416562591""","=""9781416562597""",5.0,Free Press,Hardcover,288,2008,2008,,2022/06/06,,,read,,,,1,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",5.0,Random House,Paperback,321,1997,1997,,2022/06/06,,,read,,,,1,0
676723,Obedience to Authority,Stanley Milgram,"Milgram, Stanley",,"=""006131983X""","=""9780061319839""",5.0,Harper Perennial,Paperback,256,1983,1974,,2022/06/06,,,read,,,,1,0
52865629,The Hindu Way: An Introduction to Hinduism,Shashi Tharoor,"Tharoor, Shashi",,"=""9388292855""","=""9789388292856""",4.0,Aleph Book Company,Hardcover,305,2019,,,2022/06/06,,,read,,,,1,0
1774836,The Palace of Illusions,Chitra Banerjee Divakaruni,"Divakaruni, Chitra Banerjee",,"=""0385515995""","=""9780385515993""",4.0,Doubleday,Hardcover,360,2008,2008,,2022/06/06,,,read,"“Because ultimately only the witness and not the actors knows the truth (Vyasa to Draupadi)”<br/><br/>Narrated by Draupadi, the wife of the Pandavas, ‘The Palace Of Illusions’ is the retelling of the epic ‘Mahabharata’ from the point of view of Draupadi. <br/><br/>From her birth, to her lonely childhood with her patriarchal father and beloved brother, to her complicated marriage to 5 husbands, to her cold relationship with her mother-in-law Kunti and of-course her charming friendship with Krishna, the book explores her unconscious feelings that mark her historic presence.<br/><br/>And no, Draupadi was never the pious woman like Gandhari or like the single minded Kunti, but a raw, fierce, haughty, intelligent woman with a scathing tongue who demanded respect and considered herself as equal as her husband’s and probably more. <br/><br/>It is the retelling of the events and most importantly the responses to those events that led to the Great War of Kurukshetra. <br/><br/>The author also takes the liberty to explore the relationship between Karna and Draupadi, which I found fascinating.<br/><br/>Those of you who have not read Mahabharata, the book offers a grandiose glimpse into it and those like me who have read it, loved it, whose entire childhood was sprinkled with stories from Mahabharata and Ramayana, the book offers a unique perspective and gentleness that perhaps only Draupadi can provide. <br/><br/>I forgot how much insightful, thrilling and hauntingly accurate Mahabharata was. I’m forever awed by it’s logical strategies, counselling and depiction of human rawnesses. It was pure pleasure to read and visit the characters again! ",,,1,0
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",4.0,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,,2022/06/06,,,read,"“You got cats at home?""<br/>No cats. Only a husband” #jhumpalahiri <br/><br/>Lahiri’s words effortlessly create the stories that human beings cling on desperately, to give meaning to their lives as circumstances change. Her stories are intimate and real.<br/>All I can do is smile and hope that it conveys all the subtleties that her stories encapsulate. ",,,1,0
18481907,Bhima Lone Warrior,എം.ടി. വാസുദേവന്‍നായര്‍ | M.T.Vasudevan Nair,"Nair, എം.ടി. വാസുദേവന്‍നായര്‍ | M.T.Vasudevan",Gita Krishnankutty,"=""9350297590""","=""9789350297599""",5.0,HarperCollins Publishers,Paperback,373,2013,1984,,2022/06/06,,,read,"_Bhima, The Lone Warrior_<br/><br/>Or tilted ‘Randamoozham’ in original Malayalam version. Written by MT Vasudevan (or M.T. as he is known to us Malayalees) The book is Mahabharata from the eyes of Bhima, the second of the Pandavas. <br/><br/>The translation is wonderfully done and the book is a masterpiece by the Jnanpith winning writer. So much more research and thought has went into it. <br/><br/>As MT says, his work was inspired from the many pregnant pauses in the original epic, motivating him to fill those silences. <br/><br/>He strips the characters of their divinity and presents them as mere mortals of flesh, blood and desires. We have Krishna, the mediator, the counsellor, undivine, human and raw. You love his words and resent his words. You feel the unjustness and justness of it. You feel the human need to win. <br/><br/>MT goes on to strip the divinity of parenthood we have so often read in these stories of Pandavas and says that his research has led him to conclude these as mostly imaginations of the story tellers. <br/><br/>Many acute observations are sharply made by the author making it a wonderful read.  <br/><br/>I can read as many renditions of Mahabharata as possible and never be bored. ",,,1,0
43293099,The Forest of Enchantments,Chitra Banerjee Divakaruni,"Divakaruni, Chitra Banerjee",,"=""9353025982""","=""9789353025984""",3.0,HarperCollins India,Hardcover,372,2019,2019,,2022/06/06,,,read,"“If you want to stand up against wrongdoing, if you want to bring about change, do it in a way that doesn’t bruise a man’s pride. You’ll have a better chance of success.” #chitra<br/><br/>Chitra divakaruni’s book is a retelling of Ramayan from the perspective of Sita. <br/>The Sita here is not portrayed as fierce and outspoken simply for the sake of portraying a strong woman, instead Sita is the Sita we have come to know, ever graceful, ever patient but sharp and resilient, a queen fit to rule a kingdom. <br/><br/>The art of making a home, simple compassion, perseverance, patience and kindness, those  qualities that we consider mundane and largely associate with feminine weakness shows it’s permeance and importance in running and raising a home and a Kingdom. <br/><br/>It is also the story of other misunderstood women in the epic: Koushalya, Kaikeyi, Surpanakha, Mandodari, Sarama, Ahalya etc which makes it an interesting read. <br/><br/>The men in the story are  not to be hated. Over the years we have questioned and hated Ram’s ethics but this retelling gently peels to reveal Ram’s anguish and fear of becoming his father who destroyed the kingdom simply by prioritising his wife. Therefore in his obsessive need to purely satisfy each and every common man, he chooses to sacrifice his wife over and over again. <br/><br/>The book is a simple read with gentle pace. But the writing style is mediocre with poor prose and  certain sections feeling dragged and unkempt. But other periphery characters, their insights and observations make it an overall illuminating read. <br/><br/>PS: I was largely able to ignore the unattractive prose due to my love for Indian epics, probably may test the patience of another reader. ",,,1,0
109727,Where the Rain is Born: Writings About Kerala,Anita Nair,"Nair, Anita",,"=""0143029193""","=""9780143029199""",4.0,Penguin,Paperback,316,2002,2002,,2022/06/06,,,read,"“Nowhere else in the world have I seen so many hues of green. The velvety green of the moss on the wall. The deep green of the hibiscus bush. The dappled green of the jackfruit. The jade green of the paddy leaves. Parakeets wings. Tree frogs. The opaque green of silence.” #anitanair <br/><br/><br/>The book is a collection of short stories and poems with Kerala as it’s backdrop. <br/><br/>Reading it was like sitting on a rainy day in a ‘nadan thattukada’ (local tea-shop) with our hot  ‘chaya’ (tea) having a soft ‘Puttu’ (steam cake?) and ‘Meen curry’ (spicy fish curry) possibly with a sweet ‘cherupazham’ (a variety of banana), (On another note, nowhere else I have seen so many varieties of banana !)<br/>and watching the very many hues of green that spread across your views. <br/><br/>There are stories from evergreen Malayalam writers like MT Vasudevan Nair, OV Vijayan, Thakazhi Sivasankara Pillai and also voices of contemporary writers like Arundhati Roy, Shashi Tharoor etc. <br/>They bring to light both the extremes of this beautiful state, taking apart the nostalgia and attempting to see Kerala for what it truly is holding to contrast the high literacy rate and the stifling conservative attitudes of the average Malayali. <br/><br/>Kerala is my home and monsoon in Kerala is a poetry by itself 🌧.<br/>So if you want to glimpse into the lives of an average Keralite from the past to the present and feel the monsoon and the green and the people, this is the book you want to read. <br/><br/>PS: My favourites were ‘Karkitakam’ by MT Vasudevan, ‘The blue light’ by Vaikom Muhammad Basheer and ‘Charlis and I’ by Shashi Tharoor. ",,,1,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",4.0,Atria Books,Hardcover,337,2014,2012,,2022/06/06,,,read,"<br/>“It's a strange thing, becoming an orphan at sixteen. To lose your family long before you've had time to create your own to replace it. It's a very specific sort of loneliness…” #fredrikbackman<br/><br/>A sweet sweet story by Fredrik Backman, reading it was like feeling cotton candy melt in your mouth as you close your eyes and walk amongst a crowd.<br/><br/>We are introduced to a man called Ove, who comes across as an unpleasant man. As we watch his daily routine, we are also told simultaneously what made the man Ove, his life with Sonja, his principles, discipline and devotion to his work and to his life in general. <br/><br/>And as you read,  you melt. And that’s the only thing you can do. Melt slowly like a candle as you learn about the man called Ove. <br/>",,,1,0
359194,The Lucifer Effect: Understanding How Good People Turn Evil,Philip G. Zimbardo,"Zimbardo, Philip G.",,"=""1400064112""","=""9781400064113""",4.0,Random House,Hardcover,551,2007,2007,,2022/06/06,,,read," “Any deed that any human being has ever committed, however horrible is possible for any of us-under the right or wrong situational circumstances. That knowledge does not excuse evil; rather it democratises it, sharing its blame among ordinary actors rather than declaring it the province only of deviants and despots-of Them but not Us. “ #philipzimbarbo<br/><br/>In the summer of 1971,  a landmark study was conducted in which a group of college-student volunteers were randomly given the roles of “guards” and “prisoners” and then placed in a mock prison environment in Stanford University. <br/>The study had to be abandoned just after 6 days as the volunteers transformed into either brutal guards or emotionally broken prisoners. <br/><br/>The experiment was conducted to observe if and how situations or a system can cause behavioural transformation of people, it’s transiency and nature.<br/><br/>Philip Zimbarbo provides an in-depth analysis of his classic experiment and takes as case study different crimes against humanity over the years including horrific abuses in Abu Ghraib and Guantanamo prisons, genocide of Tutsi community in Rwanda, of Jews by Nazi regime to name a few.<br/><br/>While underlining the weight of situational factors on individual behaviours, Zimbarbo makes it a point to note that understanding the why of what was done, does not excuse what was done. ‘Psychological analysis is not excusology’<br/><br/>The book although written in simple English, is a discussion of research conducted, hence it is intense and requires strong attention. My general interest in social psychology led me to this work  (Let me know if you have read it! ).<br/><br/>PS: A parallel to this study conducted ten years earlier was Stanley Milgram’s Obedience to Authority  which showed how regular people can very easily be made to obey a heinous order. <br/><br/>Both these studies show the  effect and importance of the power hierarchy in systems and how very easily we can dehumanise a person or community and lead an entire nation to commit atrocities. <br/>For full details of the experiment and it’s analysis, read #obediencetoauthority by #stanleymilgram",,,1,0
20655934,One Part Woman,Perumal Murugan,"Murugan, Perumal","Aniruddhan Vasudevan, Deepa Samuel","=""0670086517""","=""9780670086511""",3.0,Penguin,Hardcover,240,2013,2010,,2022/06/06,,,read,"_One Part Woman_<br/><br/> “The wretched people around us do not see what a man has. They only see what a man doesn't have.” #perumalmurugan<br/><br/>Kali and Ponna are happily married couple. Childless for 12 years, they face intense ridicule, taunting and isolation from the rest of their village community.  <br/><br/>There is an annual festival honouring a half male-half female deity, during which consensual sex between any man and woman is celebrated. The book explores the extent to which the couple is pushed and abused by the society to conceive. <br/><br/>Set in the backdrop of colonial era in rural Tamil Nadu in Southern India, the book (originally in Tamil language) boldly explores casteism, societal pressure, infertility, rituals, traditions and the effect these have on relationships and individuals.<br/><br/>Although the translation sometimes feels discontinuous, it is still an engaging read. <br/>The energy of the village life and  sharpness of the society is captured well enough. <br/><br/>Apparently the book generated a huge controversy for its depiction of religion, caste and sex, with copies of books burnt by certain factions till Madras High Court ruled in favour of the author’s rights. ",,,1,0
38352436,The Cake Tree in the Ruins,Akiyuki Nosaka,"Nosaka, Akiyuki",Ginny Tapley Takemori,"=""1782274189""","=""9781782274186""",4.0,Pushkin Press,Paperback,160,2018,1975,,2022/06/06,,,read,"“I’m still unable to leave the burnt-out ruins” #akiyukinosaka <br/><br/><br/>A collection of short stories by Akiyuki Nosaka, translated by Ginny Tapley Takemori, set just before 15, August 1945 when Japan surrendered to the Allies marking the end of WW 2.<br/><br/>Nosaka was part of the the ‘yakeato’ generation, ‘the generation of the ashes’ who survived the fire bombing of their country during the  second world war. <br/><br/>Nosaka lost his parents to the war and his little sister died shortly afterwords due to malnutrition. The 12 powerful tales in this book are inspired from his memories of that time. <br/><br/>The stories with a touch of magical realism, fantasy and child like innocence are told from the perspective of pet parrots, wolf, whales etc. They bring to light the brutality of war and what it leaves behind for the people. <br/><br/>PS: Nosaka’s most popular work is perhaps ‘Grave of the Fireflies’  which is based on his personal experience of trying to save his little sister from malnutrition.  This collection does not include that title",,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",4.0,Vintage Books,Paperback,559,2004,1992,,2022/06/06,,,read,"“There is nothing wrong with the love of Beauty. But Beauty - unless she is wed to something more meaningful - is always superficial.” #donnatartt<br/><br/>Donna Tart’s debut work can be succinctly summarised as a modern day Greek tragedy. <br/><br/>| Synopsis |<br/>The story is about 6 impressionable, prodigious students who learn Ancient Greek in college under the tutelage of Julian Marrow who is very selective of his students and insists on near total isolation of the group from other faculties and student groups.  <br/>The story begins with the unreliable narration by Richard, of the events that led to the murder of one among them. <br/><br/>| Observations |<br/>The professor though friendly and passionate, sets a heavy atmosphere for the students bringing out a sense of perfectionism and grey morality that percolates into all of them and instills in them a need to shed ‘normalcy’ and become free of constrained self.<br/><br/>At a single glance, you do not see the professors shadow in what the students ended up doing. In fact the whole of book has barely few interactions shown with the professor. <br/><br/>I felt the professor’s ideas captivating and I could see how it enthrals a group of vulnerable, slightly misfit group of passionate students. <br/>It is my understanding that any idea expressed in a closed room, closed group set-up can make the talks feel like a secret to life that the lesser beings do not know, one which the select few have been shown. While the setup can feel insignificant to outsiders, the impact of this is quite heavy on the listeners. The book explores this concept beautifully and subtly. <br/><br/>| Writing Style |<br/>The plot is easy to follow and language is much easier compared to ‘A Little Friend’ but still not an easy read.<br/>The writing is well done and sets a grim, grand atmosphere quite resonating to that of Ancient Greek tales of tragic grandiose. <br/><br/>PS: I felt the book explores how assimilating grand ideas and thoughts without first observing or sharing their flow or at least anchoring your sense of self before letting them take full control can lead to quite significant consequences.",,,1,0
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",4.0,Simon & Schuster,Hardcover,538,2019,2019,,2022/06/06,,,read,"|A Brief Look|<br/>On 25 April 1986, a routine maintenance test was scheduled in reactor number 4 of Chernobyl. The test was intended to check a key safety system designed to protect the reactor during an electrical blackout.  <br/><br/>25 year old engineer incharge Leonid Toptunov began to power down the reactor. Soon after, a lot of things happen quickly. Reactor core reached 4,650 degrees Celsius; the surface of the sun is 5,500.  At 1:24 am, a catastrophic explosion tears apart reactor number 4. The core of the reactor was completely destroyed.  <br/><br/>KGB cut down phone lines and seals of the city so that no news of the incident reaches the outer world. No one was allowed to leave. It took two days before an order was given to move the 50,000 inhabitants out of Pripyat, the  city built next to the plant.<br/><br/>USSR  downplayed the crisis, alarmed at losing face before the international community.  On 28th April, radiation levels were detected in Sweden and Finland. It was Sweden’s search for the source of radioactivity after they concluded it wasn’t from their plant, that hinted at a major mishap in the Soviet. <br/><br/>It is considered the worst nuclear disaster in history both in cost and casualties.<br/>The technical solutions or the financial means to manage a disaster like this was beyond humankind.<br/><br/>| About the Book|<br/>The author, reveals in dense details, the events starting from the cover ups surrounding the previous RBMK accidents, the decade long suppressed warnings of  of the flawed reactor design and the way it’s operators were misled about its behaviour. <br/>Piece by piece the author reconstructs the events of the fateful night, the attempted cover up of it and the events that contributed to the disaster due to  decades of secrecy, propaganda, misinformation, bureaucracy and a blindly fearful  obedience to party.<br/>Mishandling of Chernobyl would turn out to be the crucial factor in the collapse of USSR.<br/><br/>The book is wonderfully written with engaging technical and political details. I highly recommend it, a one of a kind historical investigation.",,,1,0
1057231,Samskara: A Rite for a Dead Man,U.R. Ananthamurthy,"Ananthamurthy, U.R.",A.K. Ramanujan,"=""0195610792""","=""9780195610796""",4.0,Oxford University Press,Paperback,175,1979,1965,,2022/06/06,,,read,"_Samskara_<br/><br/>In the Agraharam, a Brahmin has died. But all the others hesitate to perform the cremation rites for he was the one who for years had defied all rules of Brahminism with his acts of eating meat, drinking alcohol and living with a lower caste woman. <br/><br/>The community approaches Praneshacharya, the learnt man of vedas and the unofficial head of this Brahmin community  to decide how to and who should cremate the body. Praneshcharya with all his learning fails to rise up to the occasion and provide a solution. The death of this man causes moral dilemma and conflict in Praneshcharya which all his learning cannot satiate. <br/><br/>First published in 1965, and translated from Kannada by AK Ramanujan,  the book encapsulates the ideologies, theology and lays bare the hypocrisy of the Brahmin society of that time.<br/><br/>A controversial book at the time, the writer questions the relevance of belief system and practices which cannot solve practical problems. <br/><br/>PS: A wonderful read. It makes me want to learn Kannada just so I can read the original version.",,,1,0
785454,Train to Pakistan,Khushwant Singh,"Singh, Khushwant",Arthur Lall,"=""0802132219""","=""9780802132215""",5.0,Grove Press,Paperback,181,1994,1956,,2022/06/06,,,read,"“Freedom is for the educated people who fought for it. We were slaves of the English, now we will be slaves of the educated Indians—or the Pakistanis.” #khushwanthsingh <br/><br/>It is 1947. The time of partition between India and Pakistan. There is daily news about conflicts, killings and corpses arriving on trains. Mano Majra, a fictional village in the border is not yet tainted by this erupting violence. <br/><br/>Here, a small community of Sikhs and Muslims live peacefully.  Soon Mano Majra is tested. Their patience, logic, reason and love  stretched by characters in authority.<br/><br/>Khushwant Singh, shows the role, impact and ease of each character in aiding and abetting communal violence.  The simplicity of inciting violence based on religion and also the simplicity of avoiding it are portrayed in this short intense read. <br/><br/>Train to Pakistan is  about common people who are made to feel helpless, it’s about government officials who know things, watch things and refuse to act or take responsibility, it’s about educated youth who think too much but fail to provide solutions.  It is an account of the 1940’s India where, though we were independent, there was deep unrest spreading throughout. <br/><br/>Khushwant Singh talks about religious extremism, humanness, empathy, and fickleness of mind in a common man and manipulations by those in power to be in power. He discusses the seemingly simple interactions that leads to communal violence keeping alive the empathy instead of treating the partition like another statistic.<br/><br/>With each page, a remorse builds up in you because though the book is set in 1940’s, the reality in the present is eerily similar. It is 2022 and we are still intolerant, confused and can be easily riled up in the name of religion. <br/><br/>PS: “Morality is a matter of money. Poor people cannot afford to have morals. So they have religion” ",,,1,0
37542581,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,"Macintyre, Ben",,"=""0771060335""","=""9780771060335""",4.0,Signal,Hardcover,384,2018,2018,,2022/06/06,,,read,"“It is perfectly possible for two people to listen to the same words and hear entirely different things” #benmacyntire <br/><br/>In 1985, a KGB colonel appeared in front of a bakery holding a plastic bag from Supermarket ‘Safeway’.  Also passing the road was a MI6 intelligence agent wearing grey trousers eating a  ‘mars’ bar and holding a Harrods bag. <br/>This was the signal to activate ‘Operation Pimlico’ to exfiltrate the KGB double agent from the Soviet territory.<br/><br/>This is a true story of Oleg Gordievsky, a KGB spy turned MI6 (British intelligence agency) informant. Disillusioned with USSR propaganda and ideologies, Oleg turned a double agent and started working for MI6 for 11 years undetected.<br/><br/>Oleg Gordeivsky’s actions and contributions are considered invaluable at the key juncture of Cold War in understanding the Kremlin way of thinking and possibly playing a major role in avoiding a nuclear war between NATO and USSR at the peak of Cold War.  His insights are considered to have changed the course of Cold War. <br/><br/>His extradition from USSR was considered one of the most stunning feat achieved considering that the KGB (Committee for State Security, USSR) at its height during the Cold War, was the world’s largest secret police and intelligence organisation. It was close to impossible to extradite a man under complete surveillance from inside the USSR boundaries. <br/><br/>The book is wonderfully written and reads like a fast paced thriller. It is a well researched account detailing the workings  of some of the most dangerous intelligence organisations in the world. It describes how propaganda, fear and paranoia are seeped into the public and details the creation and moods of an empire thus created. ",,,1,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",4.0,Alfred A. Knopf,Hardcover,305,2016,2016,,2022/06/06,,,read,"“What I know now, my son: Evil begets evil. It grows. It transmutes, so that sometimes you cannot see that the evil in the world began as the evil in your own home. I'm sorry you have suffered. I'm sorry for the way your suffering casts a shadow over your life, over the woman you have yet to marry, the children you have yet to have.” #yaagyasi <br/><br/><br/>HomeGoing traces the story of the descendants of two half sisters: Effia and Esi, both born in the 18th century Ghana. One was sold to slavery and the other was married to a slave trader. <br/><br/>The book follows the path of their descendants for 6 generations from that point to the present time. Each chapter alternating between the descendants of the sisters. It is amazing how such a complex work is presented with simplicity. <br/><br/>It traces in rich detail how the slave trade began, what fostered it and the unimaginable conditions in which people were sold to America. It shows how the lives of generation after generation is deeply affected from that simple difference in starting points. <br/><br/>The book touches the evolution of black identity in the United States and the effects borne by the people of Ghana due to slave trade particularly since they were a part of the trade in the beginning. <br/><br/>Yaa Gyasi writes with emotion and elegance. The amount of research that went behind for historical accuracy is noteworthy too. Read Homegoing to know and to understand what was and what is. <br/><br/>PS: “Just because someone sees or hears or feels something other folks can't, doesn't mean they're crazy. My grandma used to say, ‘A blind man don't call us crazy for seeing’..”",,,1,0
40673425,Enchantress of Florance,Salman Rushdie,"Rushdie, Salman",,"=""8184000693""","=""9788184000696""",5.0,Random House Group,Paperback,0,,2008,,2022/06/06,,,read,"“Witchcraft requires no potions, familiar spirits, or magic wands. Language upon a silvered tongue affords enchantment enough.” #salmanrushdie<br/><br/>Another masterpiece by Salman Rushdie blending magical realism to history. It tells the story of a young European who visits Akbar’s court and claims that he is the long lost relative of the Mughal emperor. <br/><br/>The author brings to life 16th century Fatehpur Sikri and Renaissance Florence in vivid landscapes, sounds, smells, symbolism and people. The story itself so rich in detail,  is hard to distinguish between facts and Rushdie’s exquisite imagination. The work explores the art of story telling that has an unusual importance in human life. We tell stories to understand us better.<br/><br/>The florentine attempts to bring to life the existence of the long lost Mughal princess. But can he convince Akbar that the princess is indeed his mother ? <br/><br/>Akbar consumed by his questions on religion, fate, power to achieve a world of religious tolerance, open culture and what it means to be a just ruler, is taken by his court as a confused man.<br/>But Akbar, turns out be a wonderful listener and patiently follows the story through to the end (much to the worry of the court who feel that the traveller may manipulate the emperor with his stories) and uses his insights to deduce the correctness of the claim. <br/><br/>It is a little hard to follow because of it’s heavy magical realism and many stories intertwining, albeit I could not help but marvel at this fable steeped in history. The book is a juxtaposition of many topics.<br/>You will either love this book or absolutely hate it. This book offers no middle ground. <br/><br/>PS: Salman Rushdie says that this book is his most researched work till date.",,,1,0
124429,"The Last Mughal: The Fall of a Dynasty: Delhi, 1857",William Dalrymple,"Dalrymple, William",,"=""1400043107""","=""9781400043101""",5.0,Alfred A. Knopf,Hardcover,534,2007,2006,,2022/06/06,,,read,"“Humne maana ki dakkan mein hai bahut qadre sukhan; Kaun jaaye Zauq par Dilli ki galiyan chhod kar ” #zauq<br/><br/>(We hear that poetry is greatly valued in Deccan these days but, Zauq, who could bear to leave behind the alleyways of Delhi).<br/>—Mohammad Ibrahim Zauq <br/>19 century  poet and tutor to Bahadur Shah Zafar <br/><br/>Dalrymple gives a powerful retelling of the course of events that led to the mutiny of 1857 and the last days of the Mughal capital from material that include previously untranslated Urdu and Persian manuscripts, records of Delhi courts, police and administration during the siege, known as the Mutiny papers. The book is the first to present the Indian perspective to the siege and not just from the British sources which to date it has usually been viewed. <br/><br/>The pluralistic, highly refined and philosophically composite culture in Delhi was rooted out permanently after the events of 1857.  <br/><br/>It was the memories of 1857 that assisted in the birth of Indian nationalism. Despite numbers and ammunition on our side, Delhi was lost to British simply because of a lack of strategy and coordination among the many factions that made up the mutineers. <br/><br/>But 90 years later, it was not any Mughal descended  or any princely or feudal rulers that would lead us to our independence. <br/>Instead the renewed walk to freedom was led by a class of people who were by and large  English language and western educated and would use structures, techniques  and strategies that are an amalgam of Indian and western philosophy to gain our freedom. <br/><br/><br/>“Umar bhar Ghalib ye hi bhool karta raha,<br/>Dhool chehre par thi aur aaina saaf karta raha! “  #ghalib <br/><br/>(ln your life, O Ghalib, you repeated the same mistake:<br/>your face was dirty but you kept obsessively cleaning the mirror!)<br/>—Mirza Ghalib, 19th century court poet of Bahadur Shah Zafar ",,,1,0
33621427,Home Fire,Kamila Shamsie,"Shamsie, Kamila",,"=""0735217688""","=""9780735217683""",3.0,Riverhead Books,Hardcover,276,2017,2017,,2022/06/06,,,read,"“For girls, becoming women was inevitability; for boys, becoming men was ambition “ #khamilashamsie<br/><br/>Home fire introduces us to the life of Muslim immigrant families settled in UK. We meet Isma who raises her twin siblings: Aneeka and Parvaiz after the death of their mother and grandmother. Living under the dark legacy of a dead father who had joined ISIS, and thereby declared a terrorist, Isma struggles to live and raise her family in the aftermath of her father’s choices .<br/><br/>Home fire, is a dark story about how strength, a clear head and resistance to manipulation during your vulnerability is a rare trait, one which you do not inherit, one which you cannot teach, you can only hope that your life choices itself would be a message that your loved ones would imbibe. <br/><br/>Just like in Donna Tartt’s ‘The Secret History’,  Khamila Shamsi gives a disturbing visualisation of how closed room ‘secret’ conversations manipulate vulnerable people. And  ultimately how this manipulation distorts reality and shakes your priorities. When the bubble breaks, your choices would have already made irreversible changes. <br/><br/>Khamila Shamsi, writes sharply and gently about identities as an immigrant, terrorism, radicalisation, manipulation and the love, grief, strength that goes in maintaining your family. <br/><br/>Even though towards the end, I felt it became a little too dramatic, the parts of Isma and Parvaiz were especially spectacular. ",,,1,0
23346410,A General Theory of Oblivion,José Eduardo Agualusa,"Agualusa, José Eduardo",Daniel Hahn,"=""1846558476""","=""9781846558474""",4.0,Harvill Secker,Hardcover,245,2015,2012,,2022/06/06,,,read," “I realise I have transformed the entire apartment into a huge book. After burning the library, after I have died, all that remains will be my voice. In this house all the walls have my mouth” #joseeduardoagualusa  <br/><br/>Based on true events, Agalusa tells the story of a Portuguese woman who bricks herself inside her apartment on the night of Angolan independence from the Portuguese.  She lives the next 30 years luring pigeons to eat, burning furnitures and books to keep alive, growing vegetables in her terrace and writing her story on the walls with charcoal. <br/><br/>We are shown post-independence Angola unfolding through the eyes of this woman as she catches snippets of conversations from her oblivious neighbours , random news from her radio and from watching people discreetly through her window. <br/><br/>Originally written in Portuguese, it’s translation to English by #danielhahn reads beautifully with a poetic quality to the diary entries of protagonist. <br/><br/>The story meditates on the ways and time it took for the agoraphobic protagonist to slowly, very slowly unbox her fears and step out, iterating that sometimes only forgetting helps you forgive and take the next step. ",,,1,0
